name,symbol,current_price,price_change_24h,change_symbol,market_cap,ath,id,image,date,last_updated,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,price_change_percentage_24h_in_currency
Aethir,ath,0.03057607,2.11973,UP,325002627,0.118536,aethir,https://coin-images.coingecko.com/coins/images/36179/large/logogram_circle_dark_green_vb_green_%281%29.png?1718232706,03-08-2025,2025-08-03T14:09:00.658Z,234,1283023559,38624937.0,0.03140174,0.02822419,2.11973,6563067.0,2.06101,10639017677.0,42000000000.0,42000000000.0,-74.18398,2024-06-12T10:00:49.718Z,0.02439678,25.43146,2025-04-07T06:56:24.011Z,,2.1197250316004395
Akash Network,akt,1.17,1.53433,UP,323220505,8.07,akash-network,https://coin-images.coingecko.com/coins/images/12785/large/akash-logo.png?1696512580,03-08-2025,2025-08-03T14:09:00.576Z,235,323651571,6311679.0,1.18,1.12,1.53433,4578637.0,1.43692,275485496.965072,275852900.200649,388539008.0,-85.4847,2021-04-06T18:59:48.484Z,0.164994,610.39342,2022-11-21T20:30:53.727Z,,1.534326896934517
JUST,jst,0.03242309,-1.63255,DOWN,320877029,0.193254,just,https://coin-images.coingecko.com/coins/images/11095/large/JUST.jpg?1696511035,03-08-2025,2025-08-03T14:09:06.001Z,236,320877029,28319714.0,0.0329612,0.03199167,-1.63255,-5556585.475887358,-1.70221,9900000000.0,9900000000.0,9900000000.0,-83.25799,2021-04-05T04:34:23.454Z,0.00476275,579.32701,2020-05-09T06:08:54.872Z,,-1.6325513871353952
Gnosis,gno,118.51,0.00122,UP,312879926,644.2,gnosis,https://coin-images.coingecko.com/coins/images/662/large/logo_square_simple_300px.png?1696501854,03-08-2025,2025-08-03T14:09:03.189Z,237,355600731,7642813.0,119.01,115.24,0.00122,141548.0,0.04526,2639589.0,3000000.0,3000000.0,-81.6063,2021-11-08T17:33:29.302Z,6.88,1621.2513,2020-03-13T02:24:11.825Z,,0.0012176226070429357
SuperVerse,super,0.69257,1.69434,UP,312593891,4.74,superfarm,https://coin-images.coingecko.com/coins/images/14040/large/SV-Logo-200x200.png?1706880312,03-08-2025,2025-08-03T14:09:06.766Z,238,692045293,11467061.0,0.696005,0.654941,1.69434,5191228.0,1.68874,451694843.416917,999998077.4169172,999998077.4169172,-85.39573,2021-03-31T07:38:55.006Z,0.070397,883.64352,2023-10-19T02:20:23.295Z,,1.6943362771572916
Binance-Peg BUSD,busd,0.998802,-0.14901,DOWN,312405823,1.064,binance-peg-busd,https://coin-images.coingecko.com/coins/images/31273/large/new_binance-peg-busd.png?1696530096,03-08-2025,2025-08-03T14:09:02.834Z,239,312405823,3055224.0,1.004,0.995842,-0.14901,97283.0,0.03115,312477997.5095268,312477997.5095268,,-6.08336,2023-10-23T22:45:26.927Z,0.954278,4.71746,2023-11-21T17:49:36.929Z,,-0.14901009193177536
Trust Wallet,twt,0.737784,-0.00336,DOWN,307450053,2.72,trust-wallet-token,https://coin-images.coingecko.com/coins/images/11085/large/Trust.png?1696511026,03-08-2025,2025-08-03T14:09:07.304Z,240,737909821,8667610.0,0.744782,0.713156,-0.00336,98668.0,0.0321,416649900.0,1000000000.0,,-72.86006,2022-12-11T23:25:46.205Z,0.00277641,26497.39051,2020-06-09T09:15:06.983Z,,-0.003363132940384624
ETHPlus,eth+,3665.26,-0.78375,DOWN,306871808,4194.11,reserve-protocol-eth-plus,https://coin-images.coingecko.com/coins/images/38061/large/ETH__Logo.png?1716440789,03-08-2025,2025-08-03T14:09:05.718Z,241,306871808,388595.0,3694.21,3540.9,-0.78375,-2232865.418816507,-0.72237,83718.83704163843,83718.83704163843,,-12.53354,2024-12-16T18:55:24.624Z,1461.53,151.0001,2025-04-09T01:30:26.111Z,,-0.78374835635427
GHO,gho,0.999093,0.04232,UP,305107765,1.03,gho,https://coin-images.coingecko.com/coins/images/30663/large/gho-token-logo.png?1720517092,03-08-2025,2025-08-03T14:09:03.022Z,242,305107765,44558688.0,0.99918,0.997635,0.04232,352541.0,0.11568,305369254.1744759,305369254.1744759,,-2.98094,2024-02-28T17:15:58.387Z,0.917065,8.95006,2023-10-24T04:41:04.568Z,,0.04232362404203813
Amp,amp,0.00360426,5.08949,UP,303843775,0.120813,amp-token,https://coin-images.coingecko.com/coins/images/12409/large/amp-200x200.png?1696512231,03-08-2025,2025-08-03T14:09:00.814Z,243,359532036,38941332.0,0.00380109,0.00334429,5.08949,14919370.0,5.16376,84231346590.2867,99669205039.99,99669205039.99,-97.00528,2021-06-16T16:03:41.147Z,0.00140933,156.71719,2023-10-12T17:40:43.384Z,,5.0894888502241535
Staked Frax Ether,sfrxeth,3926.63,-0.77757,DOWN,299694116,7545.09,staked-frax-ether,https://coin-images.coingecko.com/coins/images/28285/large/sfrxETH_icon.png?1696527285,03-08-2025,2025-08-03T14:09:06.453Z,244,299694116,156613.0,4041.4,3808.76,-0.77757,-4926453.298089325,-1.61724,76323.40817781295,76323.40817781295,,-47.95781,2023-02-16T07:51:36.849Z,1147.58,242.16506,2022-12-23T11:50:57.675Z,,-0.7775720712107079
Legacy Frax Dollar,frax,0.997862,0.06393,UP,298001611,1.14,frax,https://coin-images.coingecko.com/coins/images/13422/large/LFRAX.png?1751911193,03-08-2025,2025-08-03T14:09:06.248Z,245,298001611,18764690.0,0.998034,0.997106,0.06393,187849.0,0.06308,298640637.9878328,298640637.9878328,,-12.49916,2021-02-07T12:55:35.766Z,0.874536,14.10669,2023-03-11T07:50:39.316Z,,0.06392803362647623
Turbo,turbo,0.00429674,0.18599,UP,296419014,0.01431669,turbo,https://coin-images.coingecko.com/coins/images/30117/large/TurboMark-QL_200.png?1708079597,03-08-2025,2025-08-03T14:09:07.474Z,246,296419014,33347039.0,0.00432256,0.00409752,0.18599,679503.0,0.22976,69000000000.0,69000000000.0,69000000000.0,-69.96352,2024-12-11T21:52:05.500Z,6.518e-05,6497.55263,2023-09-26T21:46:54.834Z,,0.18598506933812145
Creditcoin,ctc,0.641201,1.39033,UP,294519782,8.67,creditcoin-2,https://coin-images.coingecko.com/coins/images/10569/large/Creditcoin_Symbol_dark56.png?1737796066,03-08-2025,2025-08-03T14:09:03.143Z,247,384644522,7199961.0,0.643442,0.608401,1.39033,4258875.0,1.46726,459416053.0,599999997.0,,-92.59185,2021-03-14T03:54:22.148Z,0.128298,400.35464,2023-10-19T04:10:52.176Z,,1.390330410709542
Polygon,matic,0.200569,1.60136,UP,289154188,2.92,matic-network,https://coin-images.coingecko.com/coins/images/4713/large/polygon.png?1698233745,03-08-2025,2025-08-03T14:09:08.526Z,248,2008093745,704070.0,0.201933,0.190655,1.60136,4970328.0,1.74898,1439943672.5625868,10000000000.0,10000000000.0,-93.11453,2021-12-27T02:08:34.307Z,0.00314376,6287.2093,2019-05-10T00:00:00.000Z,"{'times': 75.26188730879684, 'currency': 'usd', 'percentage': 7526.188730879684}",1.6013576343549452
Staked HYPE,sthype,37.93,0.09776,UP,287681538,49.79,staked-hype,https://coin-images.coingecko.com/coins/images/54509/large/hyperliquid.jpg?1740065301,03-08-2025,2025-08-03T14:09:06.420Z,249,287681538,4089478.0,38.9,35.43,0.09776,-2194135.107795,-0.75692,7590610.305461258,7590610.305461258,,-24.12566,2025-07-14T05:32:47.828Z,9.33,305.08607,2025-04-07T06:56:15.834Z,,0.09776126694951272
Popcat,popcat,0.293784,-0.05822,DOWN,287675181,2.05,popcat,https://coin-images.coingecko.com/coins/images/33760/large/image.jpg?1702964227,03-08-2025,2025-08-03T14:09:05.541Z,250,287675181,33062764.0,0.297331,0.276642,-0.05822,-504216.2715997696,-0.17497,979978669.96,979978669.96,979978694.0,-85.72861,2024-11-17T15:50:59.669Z,0.00379728,7622.33798,2024-01-05T15:34:24.842Z,,-0.0582214420072511
